msme_id,business_name,industry_type,business_age_years,state,udyam_registered,gst_filing_months,avg_monthly_turnover,gst_compliance_score,turnover_growth_rate,avg_monthly_upi_inflow,upi_transaction_consistency,num_unique_buyers,peak_to_offpeak_ratio,loan_amount_requested,loan_purpose,existing_loans,collateral_available,credit_score,credit_label,filed_months,total_months,gst_filing_pct,avg_monthly_balance_lakhs,total_bounces,low_balance_days_pct
MSME000837,Shri Bhatia Corporation,Food & Beverage,12,Karnataka,1,8,193965.31,62.9,-4.69,135881.01,1.0,74,4.35,427551.07,Working Capital,0,0,72.55,Approve,8,12,66.67,0.29,8,14.8
MSME000838,Chauhan-Oza,Manufacturing,16,Karnataka,1,8,224622.69,67.57,3.67,86353.44,0.695,64,1.73,3336668.66,Expansion,1,1,76.01,Approve,8,12,66.67,0.34,8,13.0
MSME000839,Sharma Chad Corporation,Retail,4,Madhya Pradesh,0,6,1903585.45,50.51,14.41,1203327.61,1.0,110,3.97,5729190.38,Expansion,0,1,40.4,Reject,6,12,50.0,2.86,11,19.8
MSME000840,Global Thaman Industries,Retail,2,Haryana,1,12,739090.44,57.12,60.63,258089.86,0.946,166,2.13,3873883.69,Machinery,0,1,71.72,Approve,12,12,100.0,1.11,11,17.2
MSME000841,Global Gera Industries,Textile,14,Karnataka,1,12,320422.6,73.84,-14.36,116395.55,0.782,49,4.89,2056164.68,Machinery,1,1,82.16,Approve,12,12,100.0,0.48,6,10.5
MSME000842,Sharma Baral Industries,Food & Beverage,11,Maharashtra,0,8,70817.57,53.08,-0.82,29840.97,0.972,127,4.92,503097.88,Expansion,0,1,59.41,Review,8,12,66.67,0.11,5,18.8
MSME000843,Sarma Group,Manufacturing,13,Madhya Pradesh,0,7,3598155.53,68.46,25.63,2356438.86,1.0,111,1.13,55966162.52,Machinery,1,0,60.91,Review,7,12,58.33,5.4,11,12.6
MSME000844,Global Viswanathan Exports,Food & Beverage,7,Haryana,1,12,225778.09,73.55,27.4,168492.0,0.626,259,3.97,535706.38,Working Capital,1,0,68.03,Review,12,12,100.0,0.34,7,10.6
MSME000845,Kumar Virk Exports,Services,10,Haryana,0,12,59832.02,71.12,-13.15,38615.18,0.738,52,1.91,242389.13,Inventory,1,0,55.02,Review,12,12,100.0,0.09,6,11.6
MSME000846,Singh Dutt Enterprises,Food & Beverage,1,Tamil Nadu,1,9,442172.32,43.98,7.73,224761.28,0.909,87,4.91,3137657.15,Expansion,0,1,55.62,Review,9,12,75.0,0.66,11,22.4
MSME000847,Global Patla Exports,Textile,4,Uttar Pradesh,1,10,1985890.45,48.8,18.1,1105804.59,0.927,171,3.63,14073163.6,Expansion,0,0,60.12,Review,10,12,83.33,2.98,5,20.5
MSME000848,Patel Pradhan Enterprises,Food & Beverage,18,West Bengal,1,8,944865.35,62.97,22.2,619985.59,0.994,134,4.27,5475509.89,Machinery,0,1,76.36,Approve,8,12,66.67,1.42,9,14.8
MSME000849,Ram-Rege,Retail,6,Maharashtra,1,12,487690.62,77.16,9.76,295853.1,0.907,381,2.58,2061225.87,Inventory,0,1,82.82,Approve,12,12,100.0,0.73,9,9.1
MSME000850,Shri Nigam Exports,Manufacturing,2,Andhra Pradesh,1,12,390549.65,67.95,80.2,220556.58,0.735,62,1.85,4066394.54,Working Capital,0,0,70.21,Approve,12,12,100.0,0.59,9,12.8
MSME000851,"Ben, Natt and Bhatti",Textile,3,Delhi,1,10,293492.05,65.0,18.8,122795.97,0.895,169,4.14,1585427.56,Expansion,0,1,75.65,Approve,10,12,83.33,0.44,8,14.0
MSME000852,Sri Narayan Enterprises,Services,14,Delhi,1,12,2454645.0,79.47,52.73,1493603.52,1.0,26,1.65,16999742.37,Inventory,0,0,89.83,Approve,12,12,100.0,3.68,8,8.2
MSME000853,Sri Chandra Corporation,Manufacturing,8,Maharashtra,0,10,63710.08,65.69,3.38,19707.7,0.734,54,2.39,585844.88,Machinery,1,1,52.92,Review,10,12,83.33,0.1,9,13.7
MSME000854,Sri Raju Traders,Manufacturing,16,Gujarat,1,11,212447.73,79.51,-25.02,123225.42,1.0,142,2.27,2586907.39,Machinery,0,1,88.52,Approve,11,12,91.67,0.32,11,8.2
MSME000855,Patel Mander Manufacturing,Retail,19,Kerala,0,7,394353.81,75.29,77.77,280138.12,1.0,173,3.71,2227622.87,Expansion,1,0,72.77,Approve,7,12,58.33,0.59,5,9.9
MSME000856,Sharma Krishnan Traders,Retail,18,Maharashtra,0,10,40409.39,88.49,12.83,15754.62,1.0,365,4.64,113237.9,Working Capital,0,0,77.44,Approve,10,12,83.33,0.06,11,4.6
MSME000857,Shri Doctor Corporation,Retail,6,Madhya Pradesh,1,12,340597.83,77.66,24.24,121629.26,0.871,229,4.4,1070488.16,Working Capital,0,0,80.62,Approve,12,12,100.0,0.51,12,8.9
MSME000858,Kumar Nath Corporation,Textile,14,Andhra Pradesh,1,12,131927.65,82.96,-21.25,103578.72,0.939,43,4.41,423314.74,Expansion,1,0,73.34,Approve,12,12,100.0,0.2,6,6.8
MSME000859,Sharma Bumb Manufacturing,Food & Beverage,3,Bihar,1,12,703899.25,55.74,32.32,508026.38,0.577,124,2.32,2920323.72,Expansion,0,1,66.79,Review,12,12,100.0,1.06,5,17.7
MSME000860,Patel Dhaliwal Services,Manufacturing,16,Maharashtra,0,12,333578.14,86.35,35.54,150443.93,0.595,59,1.95,2426766.04,Inventory,1,0,65.0,Review,12,12,100.0,0.5,8,5.5
MSME000861,Shri Palla Services,Food & Beverage,1,Haryana,1,11,246462.7,49.27,-20.46,99641.51,0.981,232,4.3,614613.89,Machinery,0,0,60.43,Review,11,12,91.67,0.37,5,20.3
MSME000862,Kumar Mukherjee Solutions,Food & Beverage,12,Bihar,1,9,184053.81,58.28,11.44,85956.75,0.696,149,2.4,1116953.77,Machinery,0,0,51.72,Review,9,12,75.0,0.28,11,16.7
MSME000863,Sri Ramanathan Enterprises,Retail,14,West Bengal,0,9,995964.71,62.33,13.49,513531.84,0.786,174,3.41,6270309.66,Expansion,1,0,62.44,Review,9,12,75.0,1.49,12,15.1
MSME000864,Kumar Dayal Solutions,Food & Beverage,19,West Bengal,1,9,366570.37,73.27,-17.03,260463.44,0.796,152,2.29,2189807.55,Working Capital,0,0,88.34,Approve,9,12,75.0,0.55,6,10.7
MSME000865,"Chad, Mukherjee and Puri",Manufacturing,19,Tamil Nadu,1,9,2065182.98,77.84,55.61,866554.63,1.0,113,2.07,14036419.38,Working Capital,1,0,84.69,Approve,9,12,75.0,3.1,9,8.9
MSME000866,Sharma Narasimhan Manufacturing,Manufacturing,9,West Bengal,1,12,2827815.09,70.17,-51.9,1867552.8,1.0,100,1.84,32631971.03,Inventory,0,1,82.75,Approve,12,12,100.0,4.24,12,11.9
MSME000867,Sharma Datta Enterprises,Services,7,Tamil Nadu,0,10,376197.12,61.21,-38.46,287657.43,0.829,56,2.28,2011955.89,Expansion,0,0,52.52,Review,10,12,83.33,0.56,5,15.5
MSME000868,Shri Vyas Exports,Textile,14,Karnataka,0,11,249155.95,67.78,17.66,122025.65,1.0,155,2.4,770466.03,Machinery,0,0,72.6,Approve,11,12,91.67,0.37,9,12.9
MSME000869,Sharma Chander Solutions,Food & Beverage,5,Kerala,1,10,240841.95,61.56,-9.87,75389.18,0.784,80,3.91,1879826.85,Working Capital,0,0,64.94,Review,10,12,83.33,0.36,5,15.4
MSME000870,"Sampath, Trivedi and Pathak",Textile,18,Bihar,1,12,14027815.29,90.14,31.93,10013169.74,0.742,145,4.48,132700312.98,Machinery,1,1,90.53,Approve,12,12,100.0,21.04,5,3.9
MSME000871,Singh Badami Corporation,Textile,9,Gujarat,0,12,274138.75,65.49,6.36,179343.47,1.0,43,2.46,1411188.26,Working Capital,0,1,67.48,Review,12,12,100.0,0.41,8,13.8
MSME000872,Patel Patil Services,Textile,7,Andhra Pradesh,0,6,466345.29,51.2,24.96,174662.59,1.0,45,4.71,2697678.47,Machinery,0,0,51.61,Review,6,12,50.0,0.7,12,19.5
MSME000873,Global More Traders,Textile,9,Kerala,0,9,743943.78,63.95,-19.18,445215.22,0.957,162,4.21,8245114.22,Machinery,0,0,56.45,Review,9,12,75.0,1.12,11,14.4
MSME000874,Sharma Gole Manufacturing,Manufacturing,4,Tamil Nadu,1,12,1278691.04,65.79,7.59,910950.02,0.549,29,2.28,9026826.89,Machinery,0,1,73.98,Approve,12,12,100.0,1.92,7,13.7
MSME000875,Kumar Kala Traders,Food & Beverage,17,Haryana,0,6,450755.62,61.56,3.94,176027.24,1.0,207,2.36,1151247.96,Machinery,1,1,63.78,Review,6,12,50.0,0.68,6,15.4
MSME000876,Sunder-Handa,Services,12,West Bengal,1,9,4461749.23,65.56,73.6,1835790.9,0.666,77,1.75,39300340.13,Working Capital,1,0,66.41,Review,9,12,75.0,6.69,11,13.8
MSME000877,Devan and Sons,Textile,6,Haryana,1,12,763391.86,60.08,3.68,306036.75,1.0,47,3.42,7083237.82,Machinery,1,0,71.94,Approve,12,12,100.0,1.15,8,16.0
MSME000878,Merchant Inc,Services,18,Haryana,0,10,443822.87,83.37,-42.23,354503.86,1.0,16,1.99,2916009.02,Working Capital,1,0,77.46,Approve,10,12,83.33,0.67,11,6.7
MSME000879,Singh Tripathi Services,Manufacturing,8,Maharashtra,1,8,2089676.16,55.57,42.53,866715.77,0.828,48,1.43,22258700.59,Machinery,0,0,60.71,Review,8,12,66.67,3.13,6,17.8
MSME000880,"Vyas, Barad and Nayar",Manufacturing,15,Uttar Pradesh,0,6,229006.96,50.96,8.9,99265.17,0.986,28,2.0,2806260.29,Machinery,0,0,54.74,Review,6,12,50.0,0.34,9,19.6
MSME000881,Global Deep Solutions,Retail,3,Bihar,1,12,844950.36,68.11,32.6,273732.51,0.58,106,4.47,6307376.43,Working Capital,1,1,74.09,Approve,12,12,100.0,1.27,8,12.8
MSME000882,Sharma Puri Traders,Textile,2,Andhra Pradesh,0,12,368566.49,66.9,9.55,291771.69,0.687,59,2.3,3833964.06,Expansion,0,0,44.95,Reject,12,12,100.0,0.55,8,13.2
MSME000883,Gaba and Sons,Retail,9,Karnataka,1,8,2069397.17,51.1,-16.91,876135.34,1.0,147,3.45,7034972.96,Working Capital,0,0,69.19,Review,8,12,66.67,3.1,8,19.6
MSME000884,Patel Gandhi Solutions,Services,8,Rajasthan,0,11,2723609.63,73.76,47.67,1804708.9,0.948,98,1.18,19957355.92,Working Capital,0,0,53.01,Review,11,12,91.67,4.09,5,10.5
MSME000885,Patel Sarma Services,Food & Beverage,4,Andhra Pradesh,1,12,323105.59,65.13,-14.17,101191.59,0.671,99,2.35,1947613.96,Machinery,0,0,66.26,Review,12,12,100.0,0.48,12,13.9
MSME000886,Shri Bassi Solutions,Retail,2,Delhi,1,9,155676.24,44.11,-33.09,107681.49,0.915,409,3.74,1078830.23,Inventory,0,1,57.48,Review,9,12,75.0,0.23,10,22.4
MSME000887,Shri Roy Enterprises,Manufacturing,14,Tamil Nadu,0,11,71025.76,79.99,26.76,47964.07,1.0,57,2.45,1060559.5,Working Capital,1,0,68.01,Review,11,12,91.67,0.11,5,8.0
MSME000888,Shri Patla Enterprises,Textile,2,Kerala,1,9,753599.88,52.43,28.34,257788.74,0.926,54,2.67,2658197.45,Machinery,0,0,67.97,Review,9,12,75.0,1.13,11,19.0
MSME000889,Global Khanna Services,Services,2,West Bengal,1,12,41075.48,56.41,62.6,14840.61,0.87,85,1.73,131798.97,Working Capital,1,0,57.18,Review,12,12,100.0,0.06,8,17.4
MSME000890,Global Sawhney Corporation,Manufacturing,7,Andhra Pradesh,1,12,599237.62,77.95,22.01,268191.58,0.938,58,2.41,3081696.07,Working Capital,0,1,74.21,Approve,12,12,100.0,0.9,12,8.8
MSME000891,"Mane, Sen and Kaur",Food & Beverage,12,Punjab,0,12,203106.83,85.09,13.12,96949.79,0.53,274,4.12,1249693.98,Inventory,0,0,61.65,Review,12,12,100.0,0.3,12,6.0
MSME000892,"Khare, More and Singh",Textile,6,Bihar,1,12,1123588.29,75.72,37.69,777242.04,0.776,58,2.45,12757380.84,Inventory,0,1,83.69,Approve,12,12,100.0,1.69,8,9.7
MSME000893,Patel Hari Industries,Food & Beverage,18,Bihar,1,9,391707.32,72.48,-26.2,129496.28,1.0,251,4.37,2151530.71,Working Capital,1,0,81.02,Approve,9,12,75.0,0.59,10,11.0
MSME000894,Singh Pillai Solutions,Food & Beverage,4,Karnataka,1,8,201798.56,55.83,15.69,126148.27,0.844,66,4.67,1091181.77,Inventory,0,1,61.91,Review,8,12,66.67,0.3,5,17.7
MSME000895,"Sastry, Shenoy and Manda",Textile,19,Delhi,0,9,1593189.1,82.9,-8.66,660005.62,1.0,170,2.72,16821592.18,Working Capital,1,0,69.7,Review,9,12,75.0,2.39,7,6.8
MSME000896,Singh Raja Exports,Textile,13,Punjab,1,12,155252.41,89.43,21.33,76265.36,1.0,98,2.78,1852218.41,Working Capital,1,0,76.36,Approve,12,12,100.0,0.23,9,4.2
MSME000897,Global Thakkar Traders,Food & Beverage,20,Rajasthan,1,12,782563.74,99.15,35.39,235631.49,1.0,173,2.37,5987540.27,Working Capital,1,1,96.68,Approve,12,12,100.0,1.17,8,0.3
MSME000898,"Sahota, Edwin and Iyengar",Services,2,Madhya Pradesh,0,7,6305499.08,39.82,32.96,2809489.66,0.657,58,2.35,44461574.56,Expansion,0,0,34.14,Reject,7,12,58.33,9.46,7,24.1
MSME000899,Patel Devi Manufacturing,Textile,8,Punjab,0,6,1832240.7,40.96,32.72,706638.4,0.681,121,4.89,21945592.61,Working Capital,1,0,39.08,Reject,6,12,50.0,2.75,10,23.6
MSME000900,Shri Krishna Enterprises,Manufacturing,19,Maharashtra,1,12,407963.27,84.35,45.97,225190.05,0.716,49,1.9,5172409.68,Machinery,0,0,85.38,Approve,12,12,100.0,0.61,9,6.3
MSME000901,Shri Ben Enterprises,Retail,9,Bihar,0,12,130354.33,73.4,27.59,49416.83,1.0,113,2.48,808653.68,Working Capital,1,1,72.92,Approve,12,12,100.0,0.2,12,10.6
MSME000902,Sri Srivastava Industries,Services,4,Maharashtra,1,11,1629710.45,67.94,50.3,1169983.49,1.0,18,2.4,5268149.87,Working Capital,0,0,62.82,Review,11,12,91.67,2.44,8,12.8
MSME000903,Chauhan-Varty,Textile,16,Tamil Nadu,1,10,132348.21,80.13,61.86,98129.96,1.0,173,4.57,750894.4,Expansion,0,1,87.8,Approve,10,12,83.33,0.2,6,7.9
MSME000904,Kumar Dash Solutions,Textile,19,Tamil Nadu,1,12,579303.6,94.25,80.99,418630.75,0.608,101,4.61,4779253.53,Inventory,0,1,87.99,Approve,12,12,100.0,0.87,8,2.3
MSME000905,Shri Mane Enterprises,Services,10,Madhya Pradesh,0,7,1266455.05,51.77,11.08,1001641.09,1.0,49,1.87,9792787.44,Expansion,0,1,56.06,Review,7,12,58.33,1.9,8,19.3
MSME000906,Dyal LLC,Retail,6,West Bengal,1,10,131828.75,55.6,-8.5,99836.97,0.579,154,4.36,423113.62,Working Capital,0,1,70.57,Approve,10,12,83.33,0.2,9,17.8
MSME000907,Sri Sengupta Services,Food & Beverage,16,Uttar Pradesh,1,12,111043.75,74.48,-49.48,48847.47,1.0,153,3.78,761090.47,Inventory,0,0,76.42,Approve,12,12,100.0,0.17,6,10.2
MSME000908,Global Varghese Enterprises,Manufacturing,10,West Bengal,1,12,136491.88,77.52,63.12,62408.25,1.0,75,2.19,1980205.46,Working Capital,1,1,89.82,Approve,12,12,100.0,0.2,9,9.0
MSME000909,Shri Din Enterprises,Textile,13,Gujarat,0,12,3897139.39,85.4,0.79,2207065.9,1.0,50,4.03,41565499.3,Expansion,0,0,79.12,Approve,12,12,100.0,5.85,10,5.8
MSME000910,Chand-Kapadia,Retail,9,Punjab,1,11,3396342.55,77.12,26.57,1672626.78,1.0,109,2.38,17744438.76,Expansion,0,0,67.43,Review,11,12,91.67,5.09,10,9.2
MSME000911,Palla-Bala,Manufacturing,7,Karnataka,1,11,5004294.11,65.86,31.5,3928148.25,1.0,102,1.63,40424037.67,Machinery,0,1,71.24,Approve,11,12,91.67,7.51,11,13.7
MSME000912,Bera-Randhawa,Services,4,Karnataka,1,10,4700712.76,66.22,52.7,2208232.95,0.817,71,1.59,41433862.01,Machinery,0,0,60.28,Review,10,12,83.33,7.05,8,13.5
MSME000913,Singh Thakkar Services,Textile,19,Kerala,0,12,269068.75,82.55,8.73,180287.15,0.846,98,4.28,2604240.75,Working Capital,0,0,70.58,Approve,12,12,100.0,0.4,11,7.0
MSME000914,Shri Prakash Enterprises,Food & Beverage,4,Maharashtra,0,10,45226.65,57.95,52.3,26578.84,0.677,163,2.37,100722.66,Inventory,0,1,55.18,Review,10,12,83.33,0.07,7,16.8
MSME000915,Patel Keer Enterprises,Services,19,Andhra Pradesh,1,11,4098856.89,78.61,28.55,3189895.83,1.0,40,1.38,25653555.24,Working Capital,1,0,82.68,Approve,11,12,91.67,6.15,8,8.6
MSME000916,Shri Raju Exports,Textile,19,Madhya Pradesh,0,9,1753942.85,69.76,-1.95,1179103.53,1.0,151,4.61,18254266.11,Inventory,0,0,60.85,Review,9,12,75.0,2.63,6,12.1
MSME000917,Prasad and Sons,Retail,12,Andhra Pradesh,1,12,1225098.69,87.07,55.66,553527.67,0.977,337,4.37,6634372.23,Working Capital,0,1,87.19,Approve,12,12,100.0,1.84,9,5.2
MSME000918,Kumar Bala Industries,Manufacturing,13,Telangana,0,12,190506.14,85.85,31.92,75923.21,1.0,133,1.58,1375017.06,Working Capital,0,1,77.48,Approve,12,12,100.0,0.29,11,5.7
MSME000919,Global Nagar Enterprises,Manufacturing,4,Andhra Pradesh,1,12,745586.39,56.24,-25.64,542271.79,0.909,40,1.19,3130202.89,Expansion,0,1,67.64,Review,12,12,100.0,1.12,10,17.5
MSME000920,Global Chaudhary Exports,Textile,10,Andhra Pradesh,1,8,696264.36,53.7,5.71,526032.75,1.0,142,2.97,3509241.2,Inventory,0,0,57.14,Review,8,12,66.67,1.04,6,18.5
MSME000921,"Nayak, Dhingra and Devan",Services,7,West Bengal,0,11,492158.29,60.44,5.15,352162.46,0.384,71,2.31,3488877.86,Expansion,0,0,52.13,Review,11,12,91.67,0.74,5,15.8
MSME000922,Mangat Group,Food & Beverage,5,Kerala,0,9,143533.64,47.94,0.75,95984.5,0.381,215,4.34,505018.14,Working Capital,0,1,40.84,Reject,9,12,75.0,0.22,11,20.8
MSME000923,Shri Dewan Exports,Retail,17,Tamil Nadu,1,10,45202.12,81.11,30.28,20832.08,0.859,137,3.84,93485.45,Working Capital,1,0,81.14,Approve,10,12,83.33,0.07,8,7.6
MSME000924,"Singh, Sen and Ahluwalia",Textile,18,Karnataka,1,12,233087.05,88.34,47.28,128824.08,0.703,133,3.19,846012.69,Machinery,1,0,89.97,Approve,12,12,100.0,0.35,9,4.7
MSME000925,Bahl LLC,Retail,11,Andhra Pradesh,1,9,14104.38,63.08,-12.36,10689.02,1.0,162,3.73,60353.76,Inventory,1,0,67.17,Review,9,12,75.0,0.02,12,14.8
MSME000926,Doctor PLC,Manufacturing,15,Tamil Nadu,0,7,404339.76,55.46,6.07,148574.13,0.914,33,1.3,3872658.5,Machinery,0,1,69.76,Review,7,12,58.33,0.61,8,17.8
MSME000927,Kumar Wable Enterprises,Food & Beverage,7,West Bengal,1,12,190354.14,66.05,43.66,104211.2,0.694,125,4.21,1247666.69,Working Capital,0,0,62.69,Review,12,12,100.0,0.29,12,13.6
MSME000928,Kumar Sampath Manufacturing,Retail,18,Delhi,1,12,108959.25,84.12,-6.0,52055.79,1.0,472,4.53,571912.39,Working Capital,1,1,100.0,Approve,12,12,100.0,0.16,10,6.4
MSME000929,Singh Choudhry Corporation,Textile,6,Haryana,1,12,930431.18,74.71,-2.84,594308.07,0.804,84,2.14,9313085.93,Inventory,1,0,66.46,Review,12,12,100.0,1.4,12,10.1
MSME000930,Shri Mani Solutions,Food & Beverage,18,Tamil Nadu,0,12,263707.01,96.78,-41.31,162716.43,0.754,67,3.2,764455.16,Working Capital,0,1,81.1,Approve,12,12,100.0,0.4,9,1.3
MSME000931,Kumar Khanna Exports,Services,16,Telangana,1,10,383438.92,69.35,34.22,222405.57,0.985,28,1.67,1966012.43,Machinery,1,1,86.54,Approve,10,12,83.33,0.58,9,12.3
MSME000932,Sharma Mitra Exports,Textile,2,Karnataka,1,8,3052751.63,43.16,30.08,1342624.02,0.765,153,3.79,23375929.67,Expansion,0,1,52.95,Review,8,12,66.67,4.58,5,22.7
MSME000933,Sharma Dara Solutions,Retail,19,West Bengal,1,11,300953.39,79.94,6.65,114294.61,1.0,138,3.45,630145.5,Inventory,1,0,89.33,Approve,11,12,91.67,0.45,8,8.0
MSME000934,Kumar Batta Manufacturing,Food & Beverage,1,Bihar,1,8,686359.23,35.71,-37.71,475076.7,0.81,143,2.26,5329527.76,Working Capital,0,1,50.61,Review,8,12,66.67,1.03,5,25.7
MSME000935,Global Khare Solutions,Textile,11,Kerala,1,12,156783.03,70.88,6.43,124779.64,0.574,157,4.21,1772325.57,Expansion,1,0,71.67,Approve,12,12,100.0,0.24,6,11.6
MSME000936,Sri Saini Traders,Food & Beverage,20,Uttar Pradesh,0,8,540991.6,81.37,-33.07,208036.72,1.0,232,4.07,3237571.06,Inventory,0,0,71.99,Approve,8,12,66.67,0.81,10,7.5
MSME000937,Sharma Shankar Solutions,Food & Beverage,5,Uttar Pradesh,0,6,352067.48,49.36,10.62,118962.24,0.731,73,3.77,1154986.25,Expansion,1,0,45.16,Review,6,12,50.0,0.53,11,20.3
MSME000938,Choudhry Group,Food & Beverage,16,Andhra Pradesh,1,12,444943.47,77.35,63.02,299387.08,0.879,137,2.18,1257990.12,Expansion,1,0,75.95,Approve,12,12,100.0,0.67,9,9.1
MSME000939,Singh Wason Corporation,Retail,1,West Bengal,0,7,101740.75,37.99,29.86,48014.3,0.762,366,3.93,745653.65,Machinery,0,0,34.4,Reject,7,12,58.33,0.15,8,24.8
MSME000940,Varma PLC,Textile,19,Uttar Pradesh,1,12,148253.36,84.72,45.81,60265.26,0.843,78,2.16,828708.3,Expansion,0,0,87.71,Approve,12,12,100.0,0.22,12,6.1
MSME000941,Sri Khurana Services,Manufacturing,14,Karnataka,1,11,438037.22,69.79,47.63,246423.46,1.0,104,1.4,3731558.24,Machinery,0,1,87.64,Approve,11,12,91.67,0.66,7,12.1
MSME000942,Sharma Dhawan Manufacturing,Manufacturing,3,Punjab,0,10,3276322.46,58.61,2.69,2089007.01,0.636,70,2.29,28660854.58,Machinery,0,0,39.61,Reject,10,12,83.33,4.91,8,16.6
MSME000943,Singh Manne Enterprises,Retail,2,Delhi,1,10,78565.41,55.81,45.69,32009.47,0.97,306,3.59,257608.78,Machinery,0,0,64.54,Review,10,12,83.33,0.12,7,17.7
MSME000944,Singh Sanghvi Traders,Retail,5,Tamil Nadu,1,12,3323790.87,66.04,-53.27,2649898.2,0.963,147,4.55,21097602.83,Expansion,0,0,70.45,Approve,12,12,100.0,4.99,6,13.6
MSME000945,Patel Agarwal Services,Food & Beverage,17,Telangana,0,8,170549.74,75.94,22.03,79154.2,1.0,248,3.2,929524.25,Machinery,1,1,67.39,Review,8,12,66.67,0.26,6,9.6
MSME000946,Sharma Pandit Corporation,Textile,18,Rajasthan,1,11,635439.62,85.23,41.89,290698.7,1.0,36,2.87,6989032.08,Expansion,1,1,94.79,Approve,11,12,91.67,0.95,8,5.9
MSME000947,Singh Khosla Enterprises,Textile,1,Kerala,0,9,1915495.54,44.19,42.09,979776.8,0.765,124,3.45,9529498.05,Inventory,0,0,38.34,Reject,9,12,75.0,2.87,5,22.3
MSME000948,Patel Saha Solutions,Services,15,Punjab,0,7,346460.73,59.14,6.03,232999.91,1.0,49,1.81,1748335.12,Working Capital,1,0,69.98,Review,7,12,58.33,0.52,6,16.3
MSME000949,Shri Grover Exports,Services,9,Karnataka,1,8,396321.42,49.84,46.39,291941.71,0.827,27,1.66,2461205.25,Inventory,0,0,58.74,Review,8,12,66.67,0.59,9,20.1
MSME000950,Sri Chada Corporation,Manufacturing,5,Bihar,1,9,3765116.07,56.83,43.43,1739457.48,0.473,66,1.21,36398525.02,Working Capital,0,0,60.95,Review,9,12,75.0,5.65,6,17.3
MSME000951,Sharma Viswanathan Solutions,Services,13,Maharashtra,1,12,1979335.8,81.23,13.77,711321.23,1.0,69,2.01,19520642.27,Machinery,1,1,95.2,Approve,12,12,100.0,2.97,12,7.5
MSME000952,Sharma Patel Solutions,Services,19,Bihar,1,8,1230681.28,79.24,52.27,526812.09,0.892,39,1.98,8579360.76,Inventory,1,1,80.67,Approve,8,12,66.67,1.85,8,8.3
MSME000953,Shri Bir Corporation,Manufacturing,10,Gujarat,1,11,556991.75,77.95,27.95,190569.05,1.0,44,1.88,4970294.34,Working Capital,0,1,83.27,Approve,11,12,91.67,0.84,5,8.8
MSME000954,Patel Vora Industries,Manufacturing,20,Gujarat,0,8,605478.81,80.07,-25.25,372473.76,1.0,24,1.28,4494236.09,Inventory,0,1,86.86,Approve,8,12,66.67,0.91,8,8.0
MSME000955,Sri Tripathi Enterprises,Services,14,Haryana,1,12,146613.79,81.98,23.01,98282.27,1.0,94,1.52,1001393.96,Inventory,0,1,98.2,Approve,12,12,100.0,0.22,10,7.2
MSME000956,Singh Tripathi Manufacturing,Textile,12,Kerala,1,9,408972.77,68.54,-2.92,210470.99,0.513,113,4.72,3238845.24,Inventory,1,1,66.55,Review,9,12,75.0,0.61,9,12.6
MSME000957,Singh Bahri Industries,Services,11,Punjab,1,12,575606.82,82.01,27.42,446899.71,1.0,62,2.13,3632353.9,Machinery,1,0,86.48,Approve,12,12,100.0,0.86,10,7.2
MSME000958,Kumar Ramakrishnan Manufacturing,Food & Beverage,7,Karnataka,1,12,382441.26,62.33,-75.92,253849.94,1.0,292,4.16,2930516.52,Working Capital,0,1,76.73,Approve,12,12,100.0,0.57,10,15.1
MSME000959,Sharma Singhal Solutions,Food & Beverage,17,West Bengal,0,11,568047.09,77.35,54.85,278246.19,1.0,186,3.49,2854564.05,Working Capital,1,0,69.15,Review,11,12,91.67,0.85,12,9.1
MSME000960,Shri Bassi Solutions,Food & Beverage,18,Madhya Pradesh,1,11,1511191.29,76.22,42.92,530589.73,0.672,65,2.18,5090046.17,Working Capital,1,0,74.89,Approve,11,12,91.67,2.27,9,9.5
MSME000961,Shri Ram Manufacturing,Retail,7,Bihar,0,12,72139.74,70.73,54.75,39449.76,0.575,454,4.24,211781.27,Machinery,0,0,62.21,Review,12,12,100.0,0.11,7,11.7
MSME000962,Kumar Prakash Manufacturing,Food & Beverage,20,Tamil Nadu,1,8,186230.8,80.09,14.74,102784.09,1.0,148,3.18,1388898.65,Expansion,0,0,89.21,Approve,8,12,66.67,0.28,9,8.0
MSME000963,Sharma Kulkarni Manufacturing,Textile,6,West Bengal,1,12,2270923.72,63.61,43.9,1306447.62,0.724,91,3.58,27206764.88,Working Capital,0,0,73.46,Approve,12,12,100.0,3.41,11,14.6
MSME000964,Global Babu Solutions,Retail,11,West Bengal,1,8,8532963.66,64.45,20.29,5471547.4,0.758,337,4.14,47391799.45,Machinery,1,0,65.75,Review,8,12,66.67,12.8,9,14.2
MSME000965,Global Parikh Corporation,Retail,12,Maharashtra,1,10,121970.49,67.78,-9.59,52714.59,0.967,413,2.76,776071.51,Machinery,0,0,73.01,Approve,10,12,83.33,0.18,12,12.9
MSME000966,Pai and Sons,Food & Beverage,16,Uttar Pradesh,1,11,187999.14,87.89,-5.28,56633.28,0.981,129,2.86,850310.45,Inventory,1,0,87.38,Approve,11,12,91.67,0.28,5,4.8
